Z	N	sc
44	52	-0.08763229828446129
45	51	-1.3106788981790487
46	50	-3.362795225245918
47	49	-5.036726526502207
48	48	-2.887161595167754
49	47	-5.036726526502207
35	62	6.006962418796775
36	61	6.006962418796775
37	60	5.805029418877439
38	59	5.805029418877439
39	58	4.853678791170296
40	57	4.853678791170296
41	56	3.2308517592618955
42	55	3.2308517592618955
43	54	1.4279811279645855
44	53	1.4279811279645855
45	52	-1.3061623557016446
46	51	-1.3061623557016446
47	50	-5.019362157895557
48	49	-5.019362157895557
49	48	-5.019362157895557
35	63	6.0186143776288645
36	62	5.986469685117299
37	61	6.328953275379035
38	60	5.7852183038082785
39	59	5.879635910327579
40	58	4.837113171749252
41	57	4.694405850864314
42	56	3.219821132988045
43	55	2.511190353887514
44	54	1.423107702876905
45	53	0.20700703597094616
46	52	-1.3017074823183066
47	51	-3.020342811565797
48	50	-5.002234859614646
49	49	-7.137075664205213
36	63	5.998288832104663
37	62	6.307578679950211
38	61	6.307578679950211
39	60	5.859770543717332
40	59	5.859770543717332
41	58	4.678543576851098
42	57	4.678543576851098
43	56	2.5027026730795114
44	55	2.5027026730795114
45	54	0.20630795476654384
46	53	0.20630795476654384
47	52	-3.0101418753988582
48	51	-3.0101418753988582
49	50	-7.1129671688690905
50	49	-7.1129671688690905
36	64	5.978235225844401
37	63	6.3336937183005375
38	62	6.286490057190349
39	61	6.435883679401286
40	60	5.840170933018044
41	59	5.693378149361706
42	58	4.662893501965073
43	57	3.9603661672142607
44	56	2.4943285304116216
45	55	1.2573373481370709
46	54	0.20561822719378142
47	53	-1.501691063951057
48	52	-3.0000774168379394
49	51	-5.189224980035988
50	50	-7.089181209005119
36	65	6.3214733049724146
37	64	6.312719520423116
38	63	6.312719520423116
39	62	6.414570463784912
40	61	6.414570463784912
41	60	5.67452363203347
42	59	5.67452363203347
43	58	3.9472486111894796
44	57	3.9472486111894796
45	56	1.2531690831256128
46	55	1.2531690831256128
47	54	-1.4967180293926958
48	53	-1.4967180293926958
49	52	-5.1720444912944
50	51	-5.1720444912944
37	65	6.6426006591800615
38	64	6.292020393079383
39	63	6.4289519792012015
40	62	6.39353676301198
41	61	6.285408847549434
42	60	5.655916384162083
43	59	4.9605251597208735
44	58	3.934303080696054
45	57	2.705448922951973
46	56	1.2490554712123867
47	55	-0.4933517125639355
48	54	-1.491810213838562
49	53	-3.6660872149648185
50	52	-5.155089330048895
51	51	-3.223622212044347
37	66	6.621038392830087
38	65	6.621038392830087
39	64	6.4080733198209145
40	63	6.4080733198209145
41	62	6.2649981353449675
42	61	6.2649981353449675
43	60	4.944415252718272
44	59	4.944415252718272
45	58	2.6966602576969763
46	57	2.6966602576969763
47	56	-0.4917550218649467
48	55	-0.4917550218649467
49	54	-3.65418343742067
50	53	-3.65418343742067
51	52	-3.21314957145637
37	67	6.5118693760030055
38	66	6.599753471514532
39	65	6.7445109677569235
40	64	6.3874631848555055
41	63	6.276357321956084
42	62	6.24484993430724
43	61	5.584430810160029
44	60	4.928512538259383
45	59	3.707306840120509
46	58	2.6879846187248404
47	57	0.956782387740077
48	56	-0.49017888128742015
49	55	-2.71339686304691
50	54	-3.6424327622398778
51	53	-1.7144284335502107
52	52	-3.2028116117965055
38	67	6.491127598580988
39	66	6.723028381985387
40	65	6.723028381985387
41	64	6.256364313664335
42	63	6.256364313664335
43	62	5.566637673928881
44	61	5.566637673928881
45	60	3.6954949352154927
46	59	3.6954949352154927
47	58	0.9537303701072233
48	57	0.9537303701072233
49	56	-2.7047603035375687
50	55	-2.7047603035375687
51	54	-1.7089641147540533
52	53	-1.7089641147540533
38	68	6.470647541369999
39	67	6.615318407132918
40	66	6.701816864522016
41	65	6.5939770098434565
42	64	6.23662357417993
43	63	5.5803747702516375
44	62	5.549069037669369
45	61	4.34120035523415
46	60	3.6838320647675573
47	59	1.9633103201927042
48	58	0.9507168513291617
49	57	-1.2584871307979029
50	56	-2.6962327366700265
51	55	-0.8777468140119709
52	54	-1.7035687354537004
53	53	-0.22588202646807076
38	69	5.859168214149577
39	68	6.594639437441856
40	67	6.594639437441856
41	66	6.573366967574884
42	65	6.573366967574884
43	64	5.562926783768944
44	63	5.562926783768944
45	62	4.327628971443573
46	61	4.327628971443573
47	60	1.9571696746888847
48	59	1.9571696746888847
49	58	-1.2545590137219733
50	57	-1.2545590137219733
51	56	-0.8749940862271615
52	55	-0.8749940862271615
53	54	-0.22517247035648325
39	69	6.005592158922127
40	68	6.574216541129317
41	67	6.475637762782526
42	66	6.553012151201074
43	65	5.9008805466860395
44	64	5.545694850026848
45	63	4.344166255751816
46	62	4.314225643512145
47	61	2.602661131355262
48	60	1.9511050618157242
49	59	-0.2446294182504971
50	58	-1.250679554497765
51	57	0.566524178364034
52	56	-0.8722754227253517
53	55	0.5095199279746794
54	54	-0.2244716916404741
39	70	5.987158731452382
40	69	5.987158731452382
41	68	6.4557688125823915
42	67	6.4557688125823915
43	66	5.882771130556648
44	65	5.882771130556648
45	64	4.33083513990664
46	63	4.33083513990664
47	62	2.5946714844230883
48	61	2.5946714844230883
49	60	-0.24388394537800195
50	59	-0.24388394537800195
51	58	0.5647909150582109
52	57	0.5647909150582109
53	56	0.5079634831347448
54	55	0.5079634831347448
40	70	5.968949391839942
41	69	5.9013673566660145
42	68	6.436141420349031
43	67	5.800148925697158
44	66	5.864881870645831
45	65	4.67139454670837
46	64	4.317666093025764
47	63	2.6165362245963024
48	62	2.5867789624142006
49	61	0.38495878839671605
50	60	-0.24314754824490592
51	59	1.5606729009339233
52	58	0.5630787365159904
53	57	1.9208326475693411
54	56	0.5064259785199283
40	71	4.989349519272309
41	70	5.883574992631338
42	69	5.883574992631338
43	68	5.782668307713948
44	67	5.782668307713948
45	66	4.657318888813734
46	65	4.657318888813734
47	64	2.60864876182859
48	63	2.60864876182859
49	62	0.38379280525759896
50	61	0.38379280525759896
51	60	1.5559776230868465
52	59	1.5559776230868465
53	58	1.9150565598340563
54	57	1.9150565598340563
55	56	1.4154265041770486
40	72	4.974450832355842
41	71	4.900796349277925
42	70	5.8659950335393205
43	69	5.219287745801921
44	68	5.765396390429714
45	67	4.587600941342771
46	66	4.643411287900108
47	65	2.9524723901240577
48	64	2.6008554635855035
49	63	0.41221902912252517
50	62	0.3826407289325289
51	61	2.13665200204332
52	60	1.551338422719482
53	59	2.913191853961507
54	58	1.9093494652297522
55	57	2.8357245915012754
40	73	3.628038082061039
41	72	4.886289231599676
42	71	4.886289231599676
43	70	5.203840370293619
44	69	5.203840370293619
45	68	4.574021919097504
46	67	4.574021919097504
47	66	2.9437311951585343
48	65	2.9437311951585343
49	64	0.4109926793842078
50	63	0.4109926793842078
51	62	2.130334492259408
52	61	2.130334492259408
53	60	2.9045769735487283
54	59	2.9045769735487283
55	58	2.827341840918052
56	57	2.827341840918052
41	73	3.5441669266106146
42	72	4.871952268611494
43	71	4.24778859520211
44	70	5.18857418425614
45	69	4.044323578068088
46	68	4.560602168614423
47	67	2.8878865702190524
48	66	2.9350925230417033
49	65	0.7593310169027063
50	64	0.40978069922607574
51	63	2.1534946439846863
52	62	2.124091098360168
53	61	3.4112420676831334
54	60	2.8960631584495786
55	59	3.800386344553772
56	58	2.8190574400487094
41	74	3.533856274447089
42	73	3.533856274447089
43	72	4.235434573419752
44	71	4.235434573419752
45	70	4.032558881574005
46	69	4.032558881574005
47	68	2.879484064525059
48	67	2.879484064525059
49	66	0.7571171499239426
50	65	0.7571171499239426
51	64	2.1378990889745637
52	63	2.1378990889745637
53	62	3.4013318085167157
54	61	3.4013318085167157
55	60	3.7893480843306406
56	59	3.7893480843306406
41	75	1.7953430114048388
42	74	3.5236644597923714
43	73	2.9028675086419753
44	72	4.223222949255614
45	71	3.0855819944422365
46	70	4.020929784264808
47	69	2.3724917836930217
48	68	2.871178401423549
49	67	0.7133531028528068
50	66	0.7549287882984572
51	65	2.488204955012179
52	64	2.1317466465350208
53	63	3.421904165601063
54	62	3.391535804541263
55	61	4.216922606053004
56	60	3.778437090929174
57	59	5.187023923532934
42	75	1.7902050121720094
43	74	2.894567852063119
44	73	2.894567852063119
45	72	3.076758028225413
46	71	3.076758028225413
47	70	2.365703442869062
48	69	2.365703442869062
49	68	0.7113066588976835
50	67	0.7113066588976835
51	66	2.481099686807738
52	65	2.481099686807738
53	64	3.4121323257661516
54	63	3.4121323257661516
55	62	4.204882884755534
56	61	4.204882884755534
57	60	5.172207134474775
42	76	1.7851252149328047
43	75	1.18651355844122
44	74	2.8863622305555054
45	73	1.755180680835565
46	72	3.068034033170079
47	71	1.4289584190155438
48	70	2.3589920023532613
49	69	0.22482332138224592
50	68	0.7092833855926983
51	67	2.4300094352756787
52	66	2.474074941282879
53	65	3.7465065385595153
54	64	3.4024712279494906
55	63	4.22666910865928
56	62	4.1929796130380055
57	61	5.489824949307149
42	77	0.6235096713112398
43	76	1.1831663228781508
44	75	1.1831663228781508
45	74	1.750242454866111
46	73	1.750242454866111
47	72	1.4249346438941757
48	71	1.4249346438941757
49	70	0.22418053813976258
50	69	0.22418053813976258
51	68	2.423188081538001
52	67	2.423188081538001
53	66	3.73598865693225
54	65	3.73598865693225
55	64	4.21480214304529
56	63	4.21480214304529
57	62	5.474408672995196
58	61	5.474408672995196
43	77	0.013910363287777727
44	76	1.1798563501170065
45	75	0.04558031455553646
46	74	1.7453592338342787
47	73	0.11543676549445081
48	72	1.4209556804953536
49	71	-0.7012932442303281
50	70	0.2235448918684142
51	69	1.934307229003025
52	68	2.416442742654226
53	67	3.6789104970125663
54	66	3.725587981207809
55	65	4.541789495486228
56	64	4.203067414697443
57	63	5.489187193790713
58	62	5.459164178000492
43	78	0.0138666272955561
44	77	0.0138666272955561
45	76	0.045446218999131816
46	75	0.045446218999131816
47	74	0.11510812605092724
48	73	0.11510812605092724
49	72	-0.6993672651128691
50	71	-0.6993672651128691
51	70	1.928969311581568
52	69	1.928969311581568
53	68	3.6687541165561015
54	67	3.6687541165561015
55	66	4.529251430345539
56	65	4.529251430345539
57	64	5.474027207888412
58	63	5.474027207888412
59	62	6.290757917493011
43	79	-1.1062352700782867
44	78	0.013823359055095352
45	77	-1.0996629451274202
46	76	0.04531357520409074
47	75	-1.5703229594769255
48	74	0.11478306692697515
49	73	-1.995808097598001
50	72	-0.6974624174299606
51	71	1.0039330243780569
52	70	1.923689904549974
53	69	3.187369842242333
54	68	3.6587090543889644
55	67	4.474329476881394
56	66	4.516850789278578
57	65	5.799204358575935
58	64	5.459033368350447
59	63	6.306836036488221
44	79	-1.1032342129306016
45	78	-1.0966823210619623
46	77	-1.0966823210619623
47	76	-1.5660658772608258
48	75	-1.5660658772608258
49	74	-1.990395893580171
50	73	-1.990395893580171
51	72	1.001210180367707
52	71	1.001210180367707
53	70	3.1787115254201126
54	69	3.1787115254201126
55	68	4.462173789974713
56	67	4.462173789974713
57	66	5.783450176797032
58	65	5.783450176797032
59	64	6.289702120092443
44	80	-1.1002655232068719
45	79	-2.207737563664523
46	78	-1.0937338496205484
47	77	-2.700584388986499
48	76	-1.5618547154940643
49	75	-3.655810790252872
50	74	-1.985042066625283
51	73	-0.2928108431506189
52	72	0.9985167048193944
53	71	2.2553610725776707
54	70	3.170146567144002
55	69	3.970548440140192
56	68	4.450149169195356
57	67	5.701308588431857
58	66	5.767865863032512
59	65	6.607586749999427
60	64	6.2727529472895185
44	81	-2.555720437783748
45	80	-2.2018417978333673
46	79	-2.2018417978333673
47	78	-2.69337310658193
48	77	-2.69337310658193
49	76	-3.6460475756816777
50	75	-3.6460475756816777
51	74	-0.2920227805348077
52	73	-0.2920227805348077
53	72	2.2493335038793703
54	71	2.2493335038793703
55	70	3.959933995625761
56	69	3.959933995625761
57	68	5.686069140133441
58	67	5.686069140133441
59	66	6.5899262982543405
60	65	6.5899262982543405
45	81	-3.650531987010254
46	80	-2.19600860237324
47	79	-3.7943159865890266
48	78	-2.686238357140155
49	77	-4.7690106373715935
50	76	-3.6363879750110755
51	75	-1.9498530522610054
52	74	-0.2912430684109495
53	73	0.9589111517270794
54	72	2.243369894754778
55	71	3.04015408412306
56	70	3.9494321766424036
57	69	5.178985021399967
58	68	5.670991395305919
59	67	6.491631455623519
60	66	6.572453242419215
61	65	6.996791198636856
45	82	-3.640932471926135
46	81	-3.640932471926135
47	80	-3.784340144021371
48	79	-3.784340144021371
49	78	-4.756471745752606
50	77	-4.756471745752606
51	76	-1.9447165745386883
52	75	-1.9447165745386883
53	74	0.9563904502197147
54	73	0.9563904502197147
55	72	3.0321550805488187
56	71	3.0321550805488187
57	70	5.165360969848734
58	69	5.165360969848734
59	68	6.4745533836107825
60	67	6.4745533836107825
61	66	6.978387025623306
45	83	-1.7743285462624954
46	82	-3.6314332284632656
47	81	-5.221376394416893
48	80	-3.7744685076568203
49	79	-5.846339486316992
50	78	-4.744063832696611
51	77	-3.0673439460451846
52	76	-1.9396337308717193
53	75	-0.6921298287834361
54	74	0.9538960805921306
55	73	1.7467405460288319
56	72	3.0242396213161555
57	71	4.247360668597139
58	70	5.1518792177639625
59	69	5.956295239762312
60	68	6.457653685647074
61	67	6.871623727142378
62	66	6.9601750840975
46	83	-1.7697380820718536
47	82	-5.2078585653744085
48	81	-5.2078585653744085
49	80	-5.831204320703819
50	79	-5.831204320703819
51	78	-3.059391196494744
52	77	-3.059391196494744
53	76	-0.6903339482978481
54	75	-0.6903339482978481
55	74	1.7422164898130177
56	73	1.7422164898130177
57	72	4.2363613812872245
58	71	4.2363613812872245
59	70	5.9408654347666925
60	69	5.9408654347666925
61	68	6.85382174553979
62	67	6.85382174553979
46	84	-1.7651948336824717
47	83	-3.346834322175255
48	82	-5.194479756623423
49	81	-7.255674223891219
50	80	-5.816224809753294
51	79	-4.148113519342132
52	78	-3.0515202111205326
53	77	-1.8103722215723792
54	76	-0.6885565288157522
55	75	0.1036308578113676
56	74	1.737738956474459
57	73	2.954560849188965
58	72	4.225475207177624
59	71	5.0257371460074864
60	70	5.925594294521488
61	69	6.312368792531743
62	68	6.836202819744358
63	67	6.856935204236834
46	85	-0.3531325648909842
47	84	-3.3383046775520597
48	83	-3.3383046775520597
49	82	-7.237175481223403
50	81	-7.237175481223403
51	80	-4.137525189953067
52	79	-4.137525189953067
53	78	-1.8057501941352712
54	77	-1.8057501941352712
55	76	0.10336724351554949
56	75	0.10336724351554949
57	74	2.947027689312563
58	73	2.947027689312563
59	72	5.012916830780796
60	71	5.012916830780796
61	70	6.296260349567092
62	69	6.296260349567092
63	68	6.83943342703742
47	85	-1.910940917897733
48	84	-3.329861426140724
49	83	-5.389696028176786
50	82	-7.218864090240459
51	81	-5.5591864590628575
52	80	-4.1270440721191335
53	79	-2.8922013071560286
54	78	-1.8011749648817386
55	77	-1.0157691361446268
56	76	0.10310630046933511
57	75	1.314564762333248
58	74	2.939570823615668
59	73	3.7357629973366784
60	72	5.000226343592203
61	71	5.377698465835238
62	70	6.2803150198164985
63	69	6.254907760927381
47	86	-1.9061474887989789
48	85	-1.9061474887989789
49	84	-5.376158370387657
50	83	-5.376158370387657
51	82	-5.545212278761483
52	81	-5.545212278761483
53	80	-2.884930567425272
54	79	-2.884930567425272
55	78	-1.0132138116196074
56	77	-1.0132138116196074
57	76	1.311265580550753
58	75	1.311265580550753
59	74	3.726376892690496
60	73	3.726376892690496
61	72	5.36418409059479
62	71	5.36418409059479
63	70	6.239180751600543
64	69	6.239180751600543
48	86	-1.9014018902403222
49	85	-3.93311128723235
50	84	-5.362755760798336
51	83	-3.7025597595375075
52	82	-5.5313774802671105
53	81	-4.302713850995133
54	80	-2.8777323466151756
55	79	-2.0968736834392985
56	78	-1.0106839702962134
57	77	0.20108205109363553
58	76	1.3079993163555628
59	75	2.100341918552658
60	74	3.7170844163615584
61	73	4.0926631578449815
62	72	5.3508045180133195
63	71	5.318237659518218
64	70	6.223610598110099
48	87	-0.7997123960817589
49	86	-3.923380147935859
50	85	-3.923380147935859
51	84	-3.6933877094948
52	83	-3.6933877094948
53	82	-4.29205967093867
54	81	-4.29205967093867
55	80	-2.091679745763031
56	79	-2.091679745763031
57	78	0.20058725703074742
58	77	0.20058725703074742
59	76	2.095142734214278
60	75	2.095142734214278
61	74	4.082530059696637
62	73	4.082530059696637
63	72	5.305068867148293
64	71	5.305068867148293
65	70	6.45561958826147
49	87	-2.8197463303108634
50	86	-3.913744655017581
51	85	-2.244071571515178
52	84	-3.6843057891010176
53	83	-2.4615726319107125
54	82	-4.281510193476606
55	81	-3.504534901930583
56	80	-2.086536847123625
57	79	-0.8801252623466098
58	78	0.20009733159486132
59	77	0.9815918876729484
60	76	2.089994647394178
61	75	2.461901991047398
62	74	4.072496545134072
63	73	4.0400855388547825
64	72	5.292029489221932
65	71	5.5435901311666385
49	88	-2.8128732477935046
50	87	-2.8128732477935046
51	86	-2.2385897729795943
52	85	-2.2385897729795943
53	84	-2.4555640456796937
54	83	-2.4555640456796937
55	82	-3.4959836054390507
56	81	-3.4959836054390507
57	80	-0.877975505145514
58	79	-0.877975505145514
59	78	0.979200061201027
60	77	0.979200061201027
61	76	2.4558937316842275
62	75	2.4558937316842275
63	74	4.030226685684283
64	73	4.030226685684283
65	72	5.530065886752709
50	88	-2.806066741036375
51	87	-1.1441785228080334
52	86	-2.233161051339266
53	85	-0.9953058354835775
54	84	-2.449613645465888
55	83	-1.679577198514835
56	82	-3.4875151235287376
57	81	-2.2869248220822556
58	80	-0.8758465630166938
59	79	-0.0987585300763385
60	78	0.9768314049533728
61	77	1.3522407238538108
62	76	2.449943657124095
63	75	2.413665385665354
64	74	4.020463308818307
65	73	4.270805738868603
66	72	5.516672622342412
50	89	-2.0339785533128634
51	88	-1.1414200227181936
52	87	-1.1414200227181936
53	86	-0.9929074116362244
54	85	-0.9929074116362244
55	84	-1.6755332078464562
56	83	-1.6755332078464562
57	82	-2.2814242918734635
58	81	-2.2814242918734635
59	80	-0.09851831607829808
60	79	-0.09851831607829808
61	78	1.3489862700571393
62	77	1.3489862700571393
63	76	2.4078571373911473
64	75	2.4078571373911473
65	74	4.26053592253993
66	73	4.26053592253993
50	90	-2.029128537593806
51	89	-0.37496995355377294
52	88	-1.138687841938463
53	87	0.09323957231890745
54	86	-0.9905318737178277
55	85	-0.20424586339186135
56	84	-1.6715278111278167
57	83	-0.4852228830563945
58	82	-2.283687556363475
59	81	-1.502642924284828
60	80	-0.0982803897550184
61	79	0.27352602684004523
62	78	1.3457628778492108
63	77	1.3182112930462608
64	76	2.4021043263765023
65	75	2.6441090005514525
66	74	4.250364141557839
67	73	4.119976851527554
51	90	-0.3740736086515426
52	89	-0.3740736086515426
53	88	0.09302413732575587
54	87	0.09302413732575587
55	86	-0.2037533438169703
56	85	-0.2037533438169703
57	84	-0.48406286834006096
58	83	-0.48406286834006096
59	82	-1.4990793423153264
60	81	-1.4990793423153264
61	80	0.2728754069567003
62	79	0.2728754069567003
63	78	1.3150772318595045
64	77	1.3150772318595045
65	76	2.637838813615872
66	75	2.637838813615872
67	74	4.110208981036521
51	91	0.6869059219739029
52	90	-0.3731856857425555
53	89	0.8529257569648507
54	88	0.09281074004366019
55	87	0.8763234647203717
56	86	-0.2032654436939083
57	85	1.0124912386513643
58	84	-0.4829137522528981
59	83	0.29462686444048813
60	82	-1.4955492946937738
61	81	-1.125404257259106
62	80	0.2722309060604857
63	79	0.24479632450493227
64	78	1.3119726479662859
65	77	1.5468595207253202
66	76	2.6316276321076657
67	75	2.4930806004313126
68	74	4.100533034934415
52	91	0.6853087833292193
53	90	0.8509382016154632
54	89	0.8509382016154632
55	88	0.8742836189080663
56	87	0.8742836189080663
57	86	1.0101310091640698
58	85	1.0101310091640698
59	84	0.29394442392367637
60	83	0.29394442392367637
61	82	-1.1227773407435961
62	81	-1.1227773407435961
63	80	0.24421550448732887
64	79	0.24421550448732887
65	78	1.5432394524791562
66	77	1.5432394524791562
67	76	2.4872494593059855
68	75	2.4872494593059855
52	92	0.6837264813984802
53	91	1.9041813232183813
54	90	0.8489691018498888
55	89	1.6294893358717673
56	88	0.8722627186880345
57	87	2.0814337426077145
58	86	1.0077926942417434
59	85	1.7895732636161483
60	84	0.2932683279545927
61	83	0.6484516973669088
62	82	-1.1201748086837142
63	81	-1.1474946139474014
64	80	0.24364005811594325
65	79	0.4774430330871837
66	78	1.5396529702638873
67	77	1.4080455463968065
68	76	2.4814724244024546
69	75	1.966928400735469
52	93	1.4278776614924027
53	92	1.89979905445216
54	91	1.89979905445216
55	90	1.6257417576794069
56	89	1.6257417576794069
57	88	2.0766428802762675
58	87	2.0766428802762675
59	86	1.785457873274936
60	85	1.785457873274936
61	84	0.6469650509984604
62	83	0.6469650509984604
63	82	-1.1448594973116997
64	81	-1.1448594973116997
65	80	0.47633843550829624
66	79	0.47633843550829624
67	78	1.4047907309650327
68	77	1.4047907309650327
69	76	1.9623890657871925
53	93	2.639469210612333
54	92	1.895456907524931
55	91	2.6723115363411125
56	90	1.622028495315135
57	89	2.8250040927723603
58	88	2.071895879519616
59	87	2.8510152613389437
60	86	1.7813801673701164
61	85	2.152899134755444
62	84	0.6454920263367967
63	83	0.6184638443473887
64	82	-1.142248517425287
65	81	-0.9095095189977656
66	80	0.47524394044376095
67	79	0.34423101923084687
68	78	1.4015656885317185
69	77	0.8758178795578715
53	94	2.6334754797962887
54	93	2.6334754797962887
55	92	2.666245178336794
56	91	2.666245178336794
57	90	2.81858845780107
58	89	2.81858845780107
59	88	2.8445428701634228
60	87	2.8445428701634228
61	86	2.1480159168550017
62	85	2.1480159168550017
63	84	0.6170590878850817
64	83	0.6170590878850817
65	82	-0.9074470080040555
66	81	-0.9074470080040555
67	80	0.34343964780055103
68	79	0.34343964780055103
69	78	0.873822434773956
54	94	2.6275358776097164
55	93	3.4013400945036665
56	92	2.660233608622093
57	91	3.857855319981354
58	90	2.812230760634975
59	89	3.5884691159599242
60	88	2.8381289337748967
61	87	3.21087908496429
62	86	2.143176809446686
63	85	2.1370637716945566
64	84	0.6156670168352321
65	83	0.8451059483195422
66	82	-0.905403128461785
67	81	-1.0358323418586224
68	80	0.34265540539854555
69	79	-0.17894777975470788
70	78	0.8718449988691646
54	95	3.0597885544457313
55	94	3.393720387068697
56	93	3.393720387068697
57	92	3.8492102410114057
58	91	3.8492102410114057
59	90	3.580429795138116
60	89	3.580429795138116
61	88	3.2036872774815492
62	87	3.2036872774815492
63	86	2.1322729746407276
64	85	2.1322729746407276
65	84	0.8432170352098183
66	83	0.8432170352098183
67	82	-1.033518889300467
68	81	-1.033518889300467
69	80	-0.17855094288688633
70	79	-0.17855094288688633
54	96	3.0529787168075018
55	95	3.823941423616816
56	94	3.3861685733459126
57	93	4.577980882189422
58	92	3.8406421870868144
59	91	4.613359770030911
60	90	3.5724621062299775
61	89	3.945657940293586
62	88	3.1965595535366447
63	87	3.190456240554795
64	86	2.1275248588272007
65	85	2.3658000299360538
66	84	0.8413449606691756
67	83	0.7115381755102135
68	82	-1.031226063007125
69	81	-1.5505915379972066
70	80	-0.17815764901843067
71	79	-1.0492163510953105
55	96	3.8154875511963837
56	95	3.8154875511963837
57	94	4.567857252779959
58	93	4.567857252779959
59	92	4.603159864782356
60	91	4.603159864782356
61	90	3.936934435281728
62	89	3.936934435281728
63	88	3.1833963813028276
64	87	3.1833963813028276
65	86	2.3605727219414803
66	85	2.3605727219414803
67	84	0.7099651825437832
68	83	0.7099651825437832
69	82	-1.5471653452736973
70	81	-1.5471653452736973
71	80	-1.0469001203796324
55	97	3.777385845918161
56	96	3.8071080096865444
57	95	4.9931623132447385
58	94	4.557822630712963
59	93	5.327595788270628
60	92	4.593049641150628
61	91	4.964139651904134
62	90	3.928287631353669
63	89	3.9221938079635947
64	88	3.176398584542312
65	87	3.4136359236990756
66	86	2.3553913806058517
67	85	2.2375842165415634
68	84	0.7084060202460023
69	83	0.2056060026952764
70	82	-1.5437692805371626
71	81	-2.410992069646454
56	97	3.769144810128637
57	96	4.982264627213681
58	95	4.982264627213681
59	94	5.315969678677902
60	93	5.315969678677902
61	92	4.953307189565294
62	91	4.953307189565294
63	90	3.9136271918405328
64	89	3.9136271918405328
65	88	3.4061871439862443
66	87	3.4061871439862443
67	86	2.2326981535125014
68	85	2.2326981535125014
69	84	0.20515587180580042
70	83	0.20515587180580042
71	82	-2.405732862348941
72	81	-2.405732862348941
56	98	3.760975291698742
57	97	4.9602246034833115
58	96	4.971461505982461
59	95	5.738634307105713
60	94	5.304444457642603
61	93	5.67549955494178
62	92	4.942568729760751
63	91	4.936775420810136
64	90	3.905134901641759
65	89	4.128538874294463
66	88	3.398803004147794
67	87	3.281493686462454
68	86	2.2278544849395985
69	85	1.7257290324191672
70	84	0.2047096445517127
71	83	-0.6587974157537246
72	82	-2.400519296755192
57	98	4.949539404323332
58	97	4.949539404323332
59	96	5.726272250567035
60	95	5.726272250567035
61	94	5.66327292115966
62	93	5.66327292115966
63	92	4.926133303195456
64	91	4.926133303195456
65	90	4.119649576670781
66	89	4.119649576670781
67	88	3.274418894167866
68	87	3.274418894167866
69	86	1.7220067903567724
70	85	1.7220067903567724
71	84	-0.6573794880705464
72	83	-0.6573794880705464
73	82	-3.608904769473156
57	99	4.692244040080368
58	98	4.9389457357888205
59	97	5.722305803625659
60	96	5.714016089037614
61	95	6.08524824684946
62	94	5.651151021613259
63	93	5.645365180884255
64	92	4.915582334509963
65	91	5.1504864030648605
66	90	4.110836434078919
67	89	4.006764176546767
68	88	3.267404695266123
69	87	2.7645820471211664
70	86	1.7183164254811345
71	85	0.8519114618193271
72	84	-0.655973708613601
73	83	-1.866995401539043
57	100	4.682265303786153
58	99	4.682265303786153
59	98	5.7101372086231095
60	97	5.7101372086231095
61	96	6.072304894280478
62	95	6.072304894280478
63	94	5.633350119249371
64	93	5.633350119249371
65	92	5.1395313640528
66	91	5.1395313640528
67	90	3.9982350334439616
68	89	3.9982350334439616
69	88	2.758696244816292
70	87	2.758696244816292
71	86	0.850094207987695
72	85	0.850094207987695
73	84	-1.86302523378572
74	83	-1.86302523378572
58	100	4.672370962400237
59	99	5.452898134746647
60	98	5.698071530760444
61	97	6.089492190898454
62	96	6.059471006508829
63	95	6.047497877897058
64	94	5.621436659006122
65	93	5.855357190834184
66	92	5.128668974354241
67	91	5.012584812157002
68	90	3.9897780115920796
69	89	3.487018981822075
70	88	2.752860210781364
71	87	1.8901230867008962
72	86	0.8482923143023982
73	85	-0.37291022744057045
74	84	-1.8590886440874783
58	101	5.23643811801503
59	100	5.4414485189540756
60	99	5.4414485189540756
61	98	6.076703557030669
62	97	6.076703557030669
63	96	6.034790678067566
64	95	6.034790678067566
65	94	5.843058287968233
66	93	5.843058287968233
67	92	5.00205042330299
68	91	5.00205042330299
69	90	3.4796891157593564
70	89	3.4796891157593564
71	88	1.8861468715567753
72	87	1.8861468715567753
73	86	-0.37213253254776646
74	85	-0.37213253254776646
75	84	-3.4000184247483958
59	101	6.017814234397974
60	100	5.430094526322591
61	99	5.821536216752975
62	98	6.064021725747807
63	97	6.083689432723986
64	96	6.022189589201844
65	95	6.261251274972892
66	94	5.83086209421981
67	93	5.715249371192385
68	92	4.991603998188111
69	91	4.491411886304377
70	90	3.4724204528502014
71	89	2.613289769547009
72	88	1.8822038520570459
73	87	0.6661088019332055
74	86	-0.3713613414201973
75	85	-1.9375245616165557
59	102	6.005338966878753
60	101	6.005338966878753
61	100	5.809461461176852
62	99	5.809461461176852
63	98	6.071062353350499
64	97	6.071062353350499
65	96	6.248262376816456
66	95	6.248262376816456
67	94	5.703387159999693
68	93	5.703387159999693
69	92	4.482089402452857
70	91	4.482089402452857
71	90	2.607862174753791
72	89	2.607862174753791
73	88	0.6647204274777323
74	87	0.6647204274777323
75	86	-1.933511036514119
76	85	-1.933511036514119
60	102	5.9929666044372425
61	101	6.393100759692516
