Z	N	sc
41	53	1.8578526566020628
42	52	0.6106441140600509
43	51	-0.5195816650968936
44	50	-2.197296254085586
45	49	-3.7384595792425444
46	48	-1.4989874298230461
47	47	-3.8458708503246726
48	46	-2.131255953634536
34	61	-1.9473503457720653
35	60	-1.8135245837568164
36	59	-1.8605705838924678
37	58	-1.5403007199768126
38	57	-1.395256914589936
39	56	-0.568528365737393
40	55	0.5363615674896209
41	54	-0.21607943413846442
42	53	2.1377588332065898
43	52	-0.5177480902405023
44	51	-0.5624865337942992
45	50	-3.3745493008138965
46	49	-3.7252997665598286
47	48	-3.790565403204255
48	47	-3.730681045547499
35	61	-2.308900203932353
36	60	-1.8010518052487896
37	59	-2.0349133597901528
38	58	-1.7277292304825096
39	57	-1.4618985458339466
40	56	-0.4206516923732124
41	55	-0.03266799256039121
42	54	-0.3135870752093979
43	53	-0.40014784082450205
44	52	-0.08763229828446129
45	51	-2.227404365010443
46	50	-3.362795225245918
47	49	-5.240781209600982
48	48	-3.1345583574332068
49	47	-5.271726459066258
35	62	-2.3009461947178806
36	61	-2.3009461947178806
37	60	-1.9459248569178271
38	59	-1.845186730489786
39	58	-1.8180991542949414
40	57	-1.2263715937226607
41	56	-0.6656059188221661
42	55	-0.032559956815475743
43	54	-0.5402030702384764
44	53	-0.23899152091189535
45	52	-2.096384242558088
46	51	-1.7205631580181944
47	50	-5.112078636323076
48	49	-5.253551191750375
49	48	-5.242584669231292
35	63	-2.0563825738579453
36	62	-2.2442031468685855
37	61	-2.431878144932398
38	60	-1.8388934919767053
39	59	-1.9439236427635933
40	58	-1.8163853533678775
41	57	-0.9324057306534996
42	56	-0.3805163964161693
43	55	-0.06189472772598492
44	54	-0.47541188846616933
45	53	-1.221483161751621
46	52	-1.5489445437751783
47	51	-3.695904691452597
48	50	-5.095575104942327
49	49	-6.863847043515307
36	63	-2.041860923682407
37	62	-2.338330286735072
38	61	-2.338330286735072
39	60	-1.9744499683852155
40	59	-1.9373657404719324
41	58	-0.9966158945139796
42	57	-0.8716043360930144
43	56	-0.09875094988933597
44	55	0.007583807599985448
45	54	-1.2082770150698252
46	53	-1.2173592920767078
47	52	-3.7990283585729685
48	51	-3.3839649485028076
49	50	-7.037738583765531
50	49	-7.037738583765531
36	64	-2.0270103094742353
37	63	-2.003763191248254
38	62	-2.3075928007660877
39	61	-2.077457729023081
40	60	-1.9678560740442208
41	59	-1.69025636708011
42	58	-0.9149670774672813
43	57	-0.22731099586690107
44	56	-0.08876539428615615
45	55	-0.5651654559737835
46	54	-1.20862249544939
47	53	-2.495344335382015
48	52	-3.372647164101636
49	51	-5.267408486728073
50	50	-7.089181209005119
36	65	-1.5632363343177076
37	64	-1.9971321237071606
38	63	-1.7619368972602842
39	62	-2.070588482363746
40	61	-2.070588482363746
41	60	-1.7600159211983737
42	59	-1.8494281265525387
43	58	-0.4208556715279883
44	57	-0.08372024420486923
45	56	-0.5096533468445159
46	55	-0.5517880585512103
47	54	-2.4510034683503363
48	53	-2.444735431270601
49	52	-5.249965239312132
50	51	-5.215762421829595
37	65	-1.5448795990093913
38	64	-1.9905880330707078
39	63	-1.6205929984116665
40	62	-2.0638093531026698
41	61	-1.5032674994408808
42	60	-1.5309309214044333
43	59	-1.202927763740945
44	58	-0.22582117681645286
45	57	-0.3699533498775054
46	56	-0.560660901659503
47	55	-1.6754975985713827
48	54	-2.4789314821582593
49	53	-3.8830686686885656
50	52	-5.155089330048895
51	51	-3.492935175879893
37	66	-1.522393228310193
38	65	-1.483886708604814
39	64	-1.846488160717854
40	63	-1.5898263052092716
41	62	-1.6931606201114846
42	61	-1.8161805517879657
43	60	-1.204179301862041
44	59	-0.8221246032717318
45	58	-0.43234191143005773
46	57	-0.24188913035368387
47	56	-1.6488501706412535
48	55	-1.5957006214928242
49	54	-3.855663033825749
50	53	-3.65418343742067
51	52	-3.3833270773570803
37	67	-1.2979702345669466
38	66	-1.4791192341517672
39	65	-1.5651785790139456
40	64	-1.558618720716595
41	63	-1.3332224882778974
42	62	-1.8012951257901477
43	61	-1.5636729058669516
44	60	-1.1692276520693667
45	59	-0.7561530897874036
46	58	-0.2411149968133941
47	57	-1.0690224681386553
48	56	-1.644407862240996
49	55	-2.522588161308022
50	54	-3.6424327622398778
51	53	-2.4677148680361825
52	52	-3.2028116117965055
38	67	-1.2893331736440814
39	66	-1.5711817003962096
40	65	-1.5568087592939719
41	64	-1.3319904784043501
42	63	-1.3289797264842491
43	62	-1.6771758441750535
44	61	-1.3586849002838335
45	60	-0.7537541420065281
46	59	-0.0663476116453694
47	58	-1.158503242687857
48	57	-0.9390533324217358
49	56	-2.514557565004452
50	55	-2.7047603035375687
51	54	-2.478426575401272
52	53	-2.478426575401272
38	68	-1.2889125142678495
39	67	-1.3595716110196463
40	66	-1.548172623124401
41	65	-1.2470199443496313
42	64	-1.5634369917775075
43	63	-1.5476638487687069
44	62	-1.3552156902962906
45	61	-0.9117542840629085
46	60	-0.29757210843467874
47	59	-0.8442517431703891
48	58	-1.0622662510595546
49	57	-1.4255969807643396
50	56	-2.6962327366700265
51	55	-1.552637669254409
52	54	-2.3731170619721524
53	53	-1.1248292945147114
38	69	-1.4953891922291405
39	68	-1.346477044033918
40	67	-1.3510449696927935
41	66	-1.2435620272206052
42	65	-0.9932090972451988
43	64	-1.5101334657722418
44	63	-1.3695887006556404
45	62	-0.9089105522482441
46	61	-0.3531932955472712
47	60	-1.033129721776504
48	59	-0.39121738205926704
49	58	-1.4534453615990515
50	57	-1.2545590137219733
51	56	-1.6234486118587483
52	55	-1.6699873819140976
53	54	-1.1213103468273857
39	69	-1.503448336771953
40	68	-1.34231232987986
41	67	-0.9270566720638271
42	66	-1.1589564675982729
43	65	-1.0996212455866043
44	64	-1.3419414643230994
45	63	-1.050897421993568
46	62	-0.6082523796067107
47	61	-1.0516607214419764
48	60	-0.6283626718739015
49	59	-0.7801021599736941
50	58	-1.376275305241279
51	57	-0.6722211282369699
52	56	-1.6982495994589044
53	55	-0.7744679089689726
54	54	-1.304542949919778
39	70	-1.4988409683105601
40	69	-1.4988409683105601
41	68	-0.9005081637553758
42	67	-0.9242053581701839
43	66	-1.0957484141301848
44	65	-1.0487072340540635
45	64	-1.026207802852241
46	63	-1.0178221051596665
47	62	-1.0484412662242448
48	61	-0.30296146896580467
49	60	-0.7777138090696099
50	59	-0.6357854892919477
51	58	-0.8470180861700101
52	57	-1.0167656297342091
53	56	-0.8249087054787196
54	55	-0.8249087054787196
40	70	-1.4942896284073868
41	69	-0.9192549526480889
42	68	-0.8977632912024092
43	67	-0.9031151818189755
44	66	0.30319626895152396
45	65	-0.11152811276133434
46	64	-1.019378855859486
47	63	-1.3718624601988267
48	62	-0.5572106820020508
49	61	-0.2874967666082284
50	60	-0.24314754824490592
51	59	-0.13962892531822035
52	58	-1.1284040266054944
53	57	-0.5705446309789295
54	56	-0.8408513897347802
40	71	-1.1473314435068005
41	70	-0.9098140708611027
42	69	-0.9164825505854424
43	68	-0.8977113433420527
44	67	-0.01010608133151436
45	66	-0.11119764688510259
46	65	-0.11119764688510259
47	64	-1.3607536565239116
48	63	-0.7109031896841316
49	62	-0.38602929901685457
50	61	0.32361145581649
51	60	-0.13920079659146722
52	59	-1.088481178386246
53	58	-0.5688233992282221
54	57	-0.6686870020596416
55	56	-0.3754618742329967
40	72	-1.311498577598968
41	71	-0.943999890829673
42	70	-0.9643364064866091
43	69	-0.5046383661074287
44	68	-0.036830517074577074
45	67	-0.40189202007854874
46	66	-0.11087114049428237
47	65	-0.7502754690822258
48	64	-0.9439273710515863
49	63	-0.4603491125412802
50	62	0.3826407289325289
51	61	0.1329815743868039
52	60	-1.2181225645431368
53	59	-0.6453808516216668
54	58	-0.732537860282946
55	57	-0.38218627029482377
40	73	-0.9267433116910979
41	72	-0.970985375029386
42	71	-0.970985375029386
43	70	-0.32438121161294475
44	69	-0.32438121161294475
45	68	-0.4007106122089681
46	67	-0.4007106122089681
47	66	-0.7565996725470541
48	65	-1.2458195470644569
49	64	-0.10136308355868096
50	63	0.49903228036987457
51	62	0.46541463980042863
52	61	-1.2104267474276185
53	60	-0.9635022340698924
54	59	-0.9735818464689601
55	58	-0.5438642519459336
56	57	-0.5550637486587675
41	73	-0.42156037162703797
42	72	-0.1730468682474111
43	71	-0.6697646022662411
44	70	-0.32343747438835635
45	69	-0.6988986650771949
46	68	-0.417451865352632
47	67	-0.9987692463660096
48	66	-1.3531723151268125
49	65	-0.20082762417359845
50	64	0.40978069922607574
51	63	0.3869075752734261
52	62	-1.2068811560516224
53	61	-0.9192820824814589
54	60	-1.1030315185339532
55	59	-1.178942791350437
56	58	-0.6743603472768882
41	74	-0.3112444012690503
42	73	-0.4385777587899611
43	72	-0.6674095085809313
44	71	-0.6678253664645126
45	70	-0.6968746022796495
46	69	-0.6968746022796495
47	68	-1.0232875130946013
48	67	-0.9488846711303722
49	66	-0.42066470664667577
50	65	0.6268079967110225
51	64	0.38578666946636986
52	63	-1.42829534090788
53	62	-0.9166073910296291
54	61	-1.064966599533136
55	60	-1.4616801160987052
56	59	-1.4647007316862073
41	75	-0.7436714710290744
42	74	-0.3103531510969333
43	73	-0.9293610355048258
44	72	-0.6654958379103846
45	71	-1.0336868766235057
46	70	-0.6948738900439366
47	69	-1.3442010620074143
48	68	-0.9930146213648641
49	67	-0.9433198858837386
50	66	0.7549287882984572
51	65	0.15914779593072126
52	64	-1.4837615010494574
53	63	-1.2083874672287038
54	62	-1.0652209769184537
55	61	-1.55829984537786
56	60	-1.4284950442051922
57	59	-1.8993337684842118
42	75	-0.741553070665077
43	74	-0.7604680033180102
44	73	-0.9267149867418993
45	72	-1.075775907933803
46	71	-1.0307413612595155
47	70	-1.3403701677436857
48	69	-1.3636564303833438
49	68	-0.8546265078668966
50	67	-0.37310606758865106
51	66	0.049096467270828725
52	65	-1.4850106196388424
53	64	-1.2100895049884457
54	63	-1.2468756208043033
55	62	-1.5538522535168795
56	61	-1.6234226510032386
57	60	-1.96768527244717
42	76	-0.5660181927569283
43	75	-1.1909155386006205
44	74	-0.7583226814645059
45	73	-1.3214251056779176
46	72	-1.059067907640383
47	71	-1.6708089101052792
48	70	-1.3598032955537747
49	69	-1.4200973016145326
50	68	-0.6011244412493397
51	67	-0.34017110971717557
52	66	-0.14125361174387763
53	65	-1.1557251057979556
54	64	-1.243346340356311
55	63	-1.6570654482811733
56	62	-1.7683606575590147
57	61	-2.2495397040029275
42	77	-1.165912941381066
43	76	-1.0047009170498313
44	75	-1.180729002865064
45	74	-1.1987561316873325
46	73	-1.2622929050876337
47	72	-1.6939719107699602
48	71	-1.6225531158008835
49	70	-1.4161146382839433
50	69	-1.2517995430805513
51	68	-0.27110666630073865
52	67	-0.39739137783499245
53	66	-1.1524823682580063
54	65	-1.165598079809115
55	64	-1.656508418669091
56	63	-1.6347460958863849
57	62	-2.243226793180611
58	61	-2.4409124123862966
43	77	-1.592992415617573
44	76	-1.001911254084007
45	75	-1.643892313298693
46	74	-0.9075031745439901
47	73	-1.7215450395055996
48	72	-1.4027785892121756
49	71	-1.7728997266390252
50	70	-1.0275364648912273
51	69	-0.8563169913813908
52	68	-0.39628304139364445
53	67	-1.0333612838940098
54	66	-1.162355893045742
55	65	-1.4494593377112324
56	64	-1.630195676799758
57	63	-2.2362532590723276
58	62	-2.434117948783296
43	78	-1.5886010154945325
44	77	-1.5886010154945325
45	76	-1.501680117322394
46	75	-1.5097942219422293
47	74	-1.2534191646527688
48	73	-1.9041741154287593
49	72	-1.7472589572921606
50	71	-1.685249445480622
51	70	-0.6259620089958844
52	69	-1.016768993050846
53	68	0.14343403239672625
54	67	-1.0058571545914674
55	66	-1.4454594319608987
56	65	-1.3411576253060957
57	64	-2.247842148909058
58	63	-2.408993467071923
59	62	-3.1795450501956566
43	79	-2.4887947182178323
44	78	-1.454243386552207
45	77	-2.0757840232840863
46	76	-1.1256396223266165
47	75	-2.0693227190377
48	74	-0.982933176093411
49	73	-2.419190626319505
50	72	-0.6974624174299606
51	71	-1.1084817978789943
52	70	-0.983930983872142
53	69	-0.537631482533925
54	68	-0.9997312932582645
55	67	-1.3280883704819644
56	66	-1.4178870628397817
57	65	-1.940803178502847
58	64	-2.4023987335338006
59	63	-3.0970221411207604
44	79	-2.568943937558288
45	78	-2.045999721867247
46	77	-2.045999721867247
47	76	-2.063705608163673
48	75	-1.9099870441200437
49	74	-2.4126253499093764
50	73	-1.990395893580171
51	72	-0.9925406777042554
52	71	-1.288738100039609
53	70	-0.46414723830230287
54	69	-0.8029799940668454
55	68	-1.3009039385719916
56	67	-1.277456229111067
57	66	-1.9181571188314592
58	65	-2.0348138310587274
59	64	-3.088610757140941
44	80	-1.1002655232068719
45	79	-2.719405259697396
46	78	-1.4149111736592204
47	77	-2.974258043027021
48	76	-1.5618547154940643
49	75	-3.392913447131832
50	74	-1.985042066625283
51	73	-1.517886884278596
52	72	-1.1024823334614666
53	71	-1.1180738638863659
54	70	-0.8843585844742847
55	69	-1.1036219279985744
56	68	-1.3193761751190323
57	67	-1.7672261349744076
58	66	-1.9303223831952891
59	65	-2.654705885763633
60	64	-2.9657494856737685
44	81	-2.732590617605183
45	80	-2.5573894335061595
46	79	-2.399339170800431
47	78	-2.772218861656711
48	77	-2.69337310658193
49	76	-3.5134075983946786
50	75	-3.6460475756816777
51	74	-1.5138232020840405
52	73	-1.642900787216604
53	72	-0.6705715911884909
54	71	-0.9549901052414498
55	70	-1.0377495646002899
56	69	-1.0570795514290694
57	68	-1.7609500593371195
58	67	-1.7753400743704333
59	66	-2.635003789941038
60	65	-2.481190175800293
45	81	-3.864456443520794
46	80	-2.19600860237324
47	79	-4.067603084842631
48	78	-2.8327443964512895
49	77	-4.8166045859757105
50	76	-3.6363879750110755
51	75	-2.424443660592715
52	74	-1.5098026249047507
53	73	-1.1971678642498773
54	72	-1.092730997538638
55	71	-0.8165308660400115
56	70	-1.0542823356004192
57	69	-1.4507820048461326
58	68	-1.7799967664163887
59	67	-2.5611112931669595
60	66	-2.628018487893769
61	65	-2.6876486287987973
45	82	-3.640932471926135
46	81	-3.854294085228048
47	80	-3.784340144021371
48	79	-3.920960800978264
49	78	-4.765307494636545
50	77	-4.760821015979218
51	76	-2.2426772054923276
52	75	-2.4199169400599203
53	74	-0.6072672851960306
54	73	-1.1577588574318725
55	72	-0.8385940241332719
56	71	-0.6758013739163289
57	70	-1.4497366120863262
58	69	-1.4273482442508794
59	68	-2.554377251762162
60	67	-2.4257750418328214
61	66	-2.8918434116412755
45	83	-2.0048002883668232
46	82	-3.6314332284632656
47	81	-5.37362567612081
48	80	-3.7744685076568203
49	79	-5.876835490741541
50	78	-4.744063832696611
51	77	-3.376199402295242
52	76	-2.3897559647889466
53	75	-1.4074767889896975
54	74	-1.153127825105912
55	73	-0.6940942776441261
56	72	-0.8707278922211117
57	71	-0.9002225751028163
58	70	-1.4431951800766
59	69	-2.27183580412202
60	68	-2.404750484916349
61	67	-2.654344012527872
62	66	-2.6735734291728477
46	83	-1.9996126885034755
47	82	-5.2078585653744085
48	81	-5.347804056114001
49	80	-5.876387624187373
50	79	-5.893419610299134
51	78	-3.30990430447946
52	77	-3.4601040095326425
53	76	-1.3197584810204717
54	75	-1.7026925038094305
55	74	-0.7729018942563926
56	73	-0.6491380900629338
57	72	-1.1318233701094869
58	71	-0.8853090077309389
59	70	-2.258638362590773
60	69	-2.156824384439915
61	68	-2.6474704745414783
62	67	-2.6351070682962927
46	84	-1.7651948336824717
47	83	-3.640502149529766
48	82	-5.194479756623423
49	81	-7.179837628088535
50	80	-5.861291521654493
51	79	-4.54052439864472
52	78	-3.0515202111205326
53	77	-2.281601926521944
54	76	-1.4002100609400259
55	75	-1.2216580647118462
56	74	-0.7406357066629425
57	73	-0.8194943973203408
58	72	-1.0442716788493271
59	71	-1.8609156703073495
60	70	-2.1396271118542245
61	69	-2.555407871364423
62	68	-2.6283368724357388
63	67	-2.4885476418658072
46	85	-0.3531325648909842
47	84	-3.3383046775520597
48	83	-3.5121491088812036
49	82	-7.216845414824093
50	81	-7.216845414824093
51	80	-4.411395202960648
52	79	-4.253791167710915
53	78	-2.122264238346361
54	77	-2.2757754039239444
55	76	-1.280807703262326
56	75	-1.1210298555847658
57	74	-0.8795046782274767
58	73	-0.817410433619898
59	72	-1.7002904637074607
60	71	-2.048143855717626
61	70	-2.548980172732172
62	69	-2.548980172732172
63	68	-2.665318018527614
47	85	-1.910940917897733
48	84	-3.329861426140724
49	83	-5.477574702935726
50	82	-7.218864090240459
51	81	-5.599649083475924
52	80	-4.1270440721191335
53	79	-3.1909216185949845
54	78	-2.2700078718080476
55	77	-1.3440958127162048
56	76	-1.2790493289535334
57	75	-1.0808339617001366
58	74	-0.8795514714897763
59	73	-1.2750936435204494
60	72	-1.8514795170822254
61	71	-2.4518320357096854
62	70	-2.5425312546276473
63	69	-2.456542359206651
47	86	-1.9061474887989789
48	85	-2.1085007512228913
49	84	-5.4350102546759445
50	83	-5.475946136691164
51	82	-5.6112680653832285
52	81	-5.608925471291968
53	80	-3.111832850022438
54	79	-3.2216454143031115
55	78	-1.436451471662167
56	77	-1.2047325051617008
57	76	-1.0442248431954795
58	75	-1.048073339675284
59	74	-1.279167652520755
60	73	-1.1925206981300107
61	72	-2.4536384289003763
62	71	-2.4456791391894512
63	70	-2.451932394245432
64	69	-2.451932394245432
48	86	-1.9014018902403222
49	85	-4.166122425486719
50	84	-5.362755760798336
51	83	-4.019967964317402
52	82	-5.5313774802671105
53	81	-4.393376916720172
54	80	-2.8777323466151756
55	79	-2.5143708050254645
56	78	-1.4328656298512215
57	77	-0.7734341579734973
58	76	-1.075438552333253
59	75	-1.2107038335966536
60	74	-1.2759808510199946
61	73	-1.5975953926185866
62	72	-2.4395876342059637
63	71	-2.3840686379830913
64	70	-2.446973735191932
48	87	-0.7997123960817589
49	86	-4.09684195881573
50	85	-3.923380147935859
51	84	-4.010011142807798
52	83	-3.87863024848275
53	82	-4.29205967093867
54	81	-4.382498480076265
55	80	-2.091679745763031
56	79	-2.5081432449433123
57	78	-0.7492430247302764
58	77	-0.736074858198208
59	76	-1.1083829373533263
60	75	-1.1732988162216316
61	74	-1.2629225991959174
62	73	-1.5936434712525624
63	72	-2.3781711007986814
64	71	-2.338757652989443
65	70	-2.057398860387366
49	87	-2.9750102351586065
50	86	-3.913744655017581
51	85	-2.570612434687064
52	84	-3.6843057891010176
53	83	-2.8301376049680584
54	82	-4.281510193476606
55	81	-3.0578980185778164
56	80	-2.1483936100175924
57	79	-1.1062809742611535
58	78	-0.7473992973955319
59	77	-0.5503204753435966
60	76	-1.105664282305952
61	75	-1.0812035275598646
62	74	-1.3105857714090234
63	73	-1.6260743824914243
64	72	-2.3250090975911917
65	71	-2.074977052833674
49	88	-2.987070845936614
50	87	-2.8128732477935046
51	86	-2.563407492852548
52	85	-2.4121115202678993
53	84	-2.6106948574010858
54	83	-2.7375761221414905
55	82	-3.4959836054390507
56	81	-3.0504362182809928
57	80	-1.2144511222008987
58	79	-1.0054715920223316
59	78	-0.3990527638125059
60	77	-0.5262490264685766
61	76	-1.1359122241442492
62	75	-1.1011913909255782
63	74	-1.4905980034400272
64	73	-1.6375774911371082
65	72	-2.083174412792232
50	88	-2.806066741036375
51	87	-1.4680789368658225
52	86	-2.233161051339266
53	85	-1.5139637591682913
54	84	-2.449613645465888
55	83	-1.8389215028587387
56	82	-3.4875151235287376
57	81	-2.2584666990019286
58	80	-1.199421734907446
59	79	-0.5957888126695252
60	78	-0.3980849993886295
61	77	-0.4867255977678724
62	76	-1.098531393921803
63	75	-1.3585874020973279
64	74	-1.4869909850458498
65	73	-1.5997925079891502
66	72	-2.0781288051343836
50	89	-2.0339785533128634
51	88	-1.674208211613859
52	87	-1.95564928725571
53	86	-1.7243924165677527
54	85	-1.7708040695101772
55	84	-1.776213851200282
56	83	-1.8642536693009788
57	82	-2.2814242918734635
58	81	-2.2530340084090312
59	80	-0.6570347183810554
60	79	-0.5943569286541788
61	78	-0.48415005467495575
62	77	-0.4855551019336417
63	76	-1.405186634630354
64	75	-1.347964992485231
65	74	-1.4487053492907762
66	73	-1.5997752697057877
50	90	-2.029128537593806
51	89	-0.8869263848209812
52	88	-1.993775039146385
53	87	-0.9838935105649398
54	86	-1.720272624826066
55	85	-0.9034111435921659
56	84	-1.6715278111278167
57	83	-0.9018522266273976
58	82	-2.283687556363475
59	81	-1.6172310661681877
60	80	-0.5900011647327119
61	79	-1.3213135287414843
62	78	-0.566317910564976
63	77	-0.6680069103799724
64	76	-1.4018388711938314
65	75	-1.2253221445744202
66	74	-1.4439684730923545
67	73	-1.5194080291685168
51	90	-1.2302997345841504
52	89	-1.3702902292102408
53	88	-1.0079393153432648
54	87	-0.993914350218347
55	86	-0.9000563988756767
56	85	-0.9012630621523385
57	84	-0.8997080928593277
58	83	-0.9453675186250621
59	82	-1.4990793423153264
60	81	-1.6787041064440018
61	80	0.2728754069567003
62	79	-1.3181861670359467
63	78	-0.634630372553147
64	77	-0.9015678722116718
65	76	-1.3818648630040116
66	75	-1.2224223966450154
67	74	-1.5111308318714691
51	91	-0.7820915196239184
52	90	-1.3670594798404636
53	89	-0.45374634542213244
54	88	-0.9945488383286829
55	87	-0.4989172307168701
56	86	-0.8543359286677514
57	85	-0.07393350884012762
58	84	-0.6235725138149064
59	83	-0.195917684806318
60	82	-1.4955492946937738
61	81	-1.1960726708343827
62	80	0.2722309060604857
63	79	-1.320733741309141
64	78	-0.6331432898705316
65	77	-1.0345792772600362
66	76	-1.3786189358306729
67	75	-1.2030503844193845
68	74	-1.5127841661378625
52	91	-0.8808454234172132
53	90	-0.4795471155521227
54	89	-0.47907117455361004
55	88	-0.4935286772079053
56	87	-0.49592540535331864
57	86	-0.18558592678255081
58	85	-0.18189789056214067
59	84	-0.16712292183638056
60	83	-0.16712292183638056
61	82	-1.1227773407435961
62	81	-1.2483821511586939
63	80	-1.2466293984994081
64	79	-1.317654494469025
65	78	-1.0072237402282553
66	77	-1.0462950999881286
67	76	-1.3807242760635745
68	75	-1.27686990888742
52	92	-0.7919760468716959
53	91	-0.06262222810801177
54	90	-0.46501227702719916
55	89	-0.03529420010272588
56	88	-0.44848348075629474
57	87	-0.07556301847080249
58	86	-0.21931133462612706
59	85	0.2170430187597958
60	84	0.2932683279545927
61	83	0.2703253643039716
62	82	-1.1201748086837142
63	81	-1.052478456186691
64	80	-1.2935014294180291
65	79	-1.695593225967059
66	78	-1.0048907690320448
67	77	-1.1711150073888348
68	76	-1.3649787260501398
69	75	-1.1705239525617799
52	93	-0.649656078051521
53	92	-0.09907545233181736
54	91	-0.1102052507199005
55	90	-0.035205796587433724
56	89	0.009481992567543784
57	88	-0.1688865816604448
58	87	-0.14614423407238064
59	86	0.1635950538770885
60	85	0.3839604768090794
61	84	0.6469650509984604
62	83	0.2697118075830076
63	82	-1.1312260162353596
64	81	-1.050057999668752
65	80	-1.6643600486445393
66	79	-1.6636542881951755
67	78	-1.3069288328165385
68	77	-1.1684198446610026
69	76	-1.3157768176552054
53	93	-0.1536534812635182
54	92	-0.1449771190455067
55	91	0.2861307239704729
56	90	0.003524479739553499
57	89	0.18880082661826236
58	88	-0.16850475755109073
59	87	0.06196573589795662
60	86	0.028406507816725934
61	85	0.7593337109287859
62	84	0.6454920263367967
63	83	0.42247678603962413
64	82	-1.142248517425287
65	81	-1.169184919684085
66	80	-1.66056262805796
67	79	-1.9193744269441595
68	78	-1.3039419344240741
69	77	-1.1602212277930448
53	94	-0.15330110061631785
54	93	-0.2767629421341553
55	92	0.17902811650310468
56	91	0.21607784401567187
57	90	0.1621994655602066
58	89	0.1621994655602066
59	88	-0.16205799743875104
60	87	-0.05792972994868251
61	86	-0.05013263635964904
62	85	0.18566634721855735
63	84	0.46507614131678565
64	83	0.4215198479832907
65	82	-1.0984700208591676
66	81	-1.187185495492031
67	80	-1.957609874717491
68	79	-1.8691095240783397
69	78	-1.889466193394128
54	94	-0.276138295236251
55	93	-0.14341399857130455
56	92	0.19524658539921802
57	91	-0.026947454773107893
58	90	0.13296485249020407
59	89	-0.04119760869298261
60	88	-0.21224032501550028
61	87	-0.1206656945787472
62	86	-0.05002300561682205
63	85	0.04734475637724245
64	84	0.6156670168352321
65	83	0.14991653859215148
66	82	-0.973208919274839
67	81	-1.6789780548224371
68	80	-1.950786246025018
69	79	-2.52540330795955
70	78	-1.8852053041318868
54	95	-0.6153541652829517
55	94	-0.24567892363120336
56	93	-0.318520244211868
57	92	-0.033199177382812195
58	91	-0.026892913954270625
59	90	-0.25049859010869113
60	89	-0.17215644361476734
61	88	-0.15272917795846297
62	87	-0.11416128568225758
63	86	-0.19592046030538768
64	85	0.19384853844394456
65	84	0.03462982599012321
66	83	0.14957804130517616
67	82	-1.3425561854146508
68	81	-1.659593865025272
69	80	-2.556175028926191
70	79	-2.5542914203533655
54	96	-0.6062528317374927
55	95	-0.6793016889464525
56	94	-0.31267434933624827
57	93	-0.560687365616559
58	92	-0.033131794412838644
59	91	-0.5081843134817063
60	90	-0.2855762563440294
61	89	-0.20996158262641984
62	88	-0.15239488096085552
63	87	-0.3654058084139251
64	86	-0.15209661685685205
65	85	-0.28829150185401886
66	84	0.8413449606691756
67	83	-0.5411058196573322
68	82	-1.1709417319507338
69	81	-2.0646371446546254
70	80	-2.5486065198583674
71	79	-2.9067973569726746
55	96	-0.592321805622305
56	95	-0.6937638225313094
57	94	-0.5927454290931564
58	93	-0.5927454290931564
59	92	-0.637283373178434
60	91	-0.637283373178434
61	90	-0.3297230298321665
62	89	-0.20950129687435037
63	88	-0.4025157645469335
64	87	-0.3646020550904723
65	86	-0.41416467466569884
66	85	0.13233611691566693
67	84	-0.6610293910434848
68	83	-0.5399109695972584
69	82	-1.8694136233780227
70	81	-2.060071914108903
71	80	-2.943168323300597
55	97	-1.177045355221253
56	96	-0.6922456265770052
57	95	-0.9587221052283894
58	94	-0.5757805862053829
59	93	-1.2619447290412609
60	92	-0.7062534373467315
61	91	-0.676272574100949
62	90	-0.2788851717191392
63	89	-0.44597041108636404
64	88	-0.4078214084474894
65	87	-0.5372684721214682
66	86	-0.4132578106582514
67	85	-0.30028860673246527
68	84	-0.7715643888495833
69	83	-1.1893757522893793
70	82	-1.5437692805371626
71	81	-2.695316480447673
56	97	-1.221759482723428
57	96	-0.9600842308946085
58	95	-0.9600842308946085
59	94	-1.2537645456613973
60	93	-1.2537645456613973
61	92	-0.7932677920048263
62	91	-0.7932677920048263
63	90	-0.5158099618047345
64	89	-0.4450041114741907
65	88	-0.48192385943320915
66	87	-0.47805585951618923
67	86	-0.447979079707693
68	85	-0.2755642983229336
69	84	-1.423533933327235
70	83	-0.9017129304111222
71	82	-2.6421424328832472
72	81	-2.748050235611572
56	98	-1.219116497228697
57	97	-1.5275617156416956
58	96	-0.9159268434709702
59	95	-1.6739585732143496
60	94	-1.2827004655468954
61	93	-1.4224813290215934
62	92	-0.8614799805573057
63	91	-0.8737140084008388
64	90	-0.510377458115272
65	89	-0.4978620583533484
66	88	-0.5281522425425464
67	87	-0.5727069069062054
68	86	-0.3557996131530672
69	85	-0.7379322784063334
70	84	-1.4204489377120808
71	83	-1.893505740987166
72	82	-2.7161997207158493
57	98	-1.5750512293593601
58	97	-1.5699168516439386
59	96	-1.670356436214206
60	95	-1.670356436214206
61	94	-1.4435852822443849
62	93	-1.4194233521138813
63	92	-0.9785301025049193
64	91	-0.8718368345384988
65	90	-0.5035455898305372
66	89	-0.4967942787116044
67	88	-0.5101380082132891
68	87	-0.44671706317058124
69	86	-0.7820591900417639
70	85	-0.6694293900732191
71	84	-1.9373123407613093
72	83	-1.7103917804306548
73	82	-3.8074017242752234
57	99	-1.5172024976573084
58	98	-1.5716874510262642
